,judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak
63,Sistem Pendukung Keputusan Penentuan Prioritas Produk Unggulan Daerah Dengan Menggunakan Metode F-AHP Studi Kasus Kabupaten Bangkalan,Penulis : Setia Kurniawan,"Dosen Pembimbing I : Mula'ab. S. Si,. M. Kom","Dosen Pembimbing II :Riza Alfita. S. T,. M. T","Persaingan produk unggulan daerah semakin ketat seiring dengan terus meningkatnya laju pertumbuhan industri dan teknologi. Persaingan ini mengakibatkan setiap industri harus lebih jeli dalam merumuskan strategi kebijakan. Pengambilan keputusan untuk menentukan prioritas produk unggulan daerah yang sesuai dengan kebutuhan dan kemampuan diperlukan suatu keputusan yang akurat dan efektif agar tidak salah memilih dan meminimalisir kerugian baik dari segi biaya maupun waktu. Dalam penelitian ini digunakan metode Fuzzy Analytic Hierarchy Process (FAHP) yang memiliki kelebihan dimana perkiran skala yang digunakan bersifat tidak tunggal. Maka Fuzzy AHP biasa digunakan untuk mengurangi faktor subyektivitas pada kriteria atau sub kriteria yang ada. Dengan menggunakan metode ini, diharapkan dapat dikembangkan software sistem pendukung keputusan yang dapat digunakan oleh suatu instansi, karena instansi cukup memilih beberapa barang yang akan menjadi alternatif pemilihan dan memberikan nilai bobot pada perbandingan alternatif dan kriterianya, adapun kriteria tersebut adalah omset, tenaga kerja, target pasar, asal bahan baku, badan usaha. Kata Kunci: sistem pendukung keputusan, produk unggulan, metode FAHP."
64,RANCANG BANGUN APLIKASI ENKRIPSI SMS MENGGUNAKAN METODE RC4 BERBASIS PLATFORM ANDROID,Penulis : Mohamad Eko Sudarmono,"Dosen Pembimbing I : Moh. Kautsar Sophan, S.Kom., M.MT","Dosen Pembimbing II :BAIN KHUSNUL KHOTIMAH, S.T., M.Kom","Perkembangan teknologi informasi beberapa dekade ini telah membuat perubahan yang sangat pesat. Dengan adanya teknologi informasi ini maka penyampaian informasi jarak jauh pun semakin mudah. Salah satu teknologi telekomunikasi yang menjanjikan kecepatan dalam penyampaian adalah Sort Message Service (SMS), dengan menggunakan teknologi SMS pengguna dapat bertukar pesan dengan orang lain secara cepat dan mudah. Pada tugas akhir ini dikembangkan sebuah aplikasi pada telepon selular untuk memodifikasi pesan SMS menjadi cipherteks agar isi informasi dari SMS tersebut tidak diketahui oleh orang lain. Untuk pengiriman SMS sistem mengenkripsi pesan menjadi cipherteks menggunakan key yang diinputkan oleh pengirim kemudian mengirimkan ke nomor tujuan. Untuk penerimaan SMS sistem mendekripsi cipherteks menjadi plainteks menggunakan key yang diinputkan oleh penerima kemudian menampilkan pesan asli kepada penerima. Aplikasi ini dapat dimanfaatkan oleh seseorang yang ingin mengirimkan suatu informasi rahasia kepada orang lain melalui SMS tanpa takut informasi dari pesan tersebut akan diketahui oleh orang lain. Metode yang digunakan sistem dalam mengenkripsi dan mendekripsi pesan adalah metode enkripsi RC4 dan implementasinya menggunakan bahasa pemrograman Java SE Development Kit 7 dengan tools Application Programing Intervace (API) android SDK. Kata kunci: sort message service (SMS), enkripsi, dekripsi, RC4, Android."
65,SISTEM PEROLEHAN CITRA BERBASIS ISI MENGGUNAKAN GRLM BERDASARKAN CIRI TEKSTUR PADA POLA BATIK,Penulis : Priagung Safara Dila,"Dosen Pembimbing I : Mula'ab . S.Si ,. M,.Kom","Dosen Pembimbing II :Bain Khusnul Khotimah .S.T,. M.,Kom","Batik merupakan seni yang paling penting dalam kehidupan masyarakat Indonesia. Keanekaragaman batik datang dari beberapa wilayah dan provinsi sehingga menyimbolkan karakteristik ciri pola batik yang berbeda-beda dari masing-masing daerah tempat batik tumbuh dan berkembang. Tugas akhir ini telah berhasil membuat suatu Sistem Perolehan Citra berbasis Isi (SPCI) dengan ciri tekstur yang bertujuan untuk mengetahui ciri dari pola batik tersebut. SPCI merupakan metode atau teknik pencarian gambar citra yang mirip (similar) dengan melakukan perbandingan antara citra query dengan citra yang ada dalam basis data. Pada penelitian ini menggunakan ciri tekstur sebagai proses pencarian kemiripan dari delapan wilayah citra batik yang berbeda yaitu: Cirebon, Bali, Bangkalan, Pamekasan, Sumenep, Yogyakarta, Solo, dan Pekalongan sebagai obyek perolehan citra berbasis isi. Sistem dibangun dengan proses utamanya yaitu ekstraksi fitur tekstur dengan menggunakan metode Gray Level Run Length Matrix (GLRM). GLRM dilakukan dengan membuat rangkaian pasangan nilai (i,j) pada setiap baris piksel dengan arah tertentu. Hasil ekstraksi fitur selanjutnya dilakukan pengukuran jarak kemiripan menggunakan metode Euclidean Distance. Dari uji coba aplikasi menggunakan pengukuran kemiripan Euclidean Distance dengan nilai threshold=145 diperoleh akurasi presisi sebesar 0.53 pada data pelatihan 184 dan data uji coba 16 dengan jumlah citra yang ditampilkan 10. Kata Kunci: Tekstur, Sistem Perolehan Citra berbasis Isi, Gray Level Run Length Matrix, Euclidean Distance"
66,Sistem Pendukung Keputusan Rehabilitasi Bangunan Bersejarah Dengan Menggunakan Metode Fuzzy Analytical Hierarchy Process (F-AHP) Berbasis Spasial.,Penulis : Endra Budi Arief,"Dosen Pembimbing I : Mula'ab. S. Si,. M. Kom","Dosen Pembimbing II :Riza Alfita. S. T,. M. T","Bangunan bersejarah merupakan salah satu peninggalan cagar budaya kota lama yang banyak mengandung cerita pada jaman perang kemerdekaan dahulu yang perlu dilestarikan dan nilai tambah untuk kepariwisataan kota surabaya. Karakteristiknya selalu mengalami penurunan kondisi yang diindikasikan dengan terjadinya kerusakan pada fisik bangunannya. Untuk mempertahankan kondisi bangunan sesuai dengan umur rencana yang telah direncanakan, maka selama masa bangunan tersebut berdiri perlu kegiatan rehabilitasi berupa pemeliharaan dan pembangunan berdasarkan tingkat kerusakan bangunan yang termasuk dalam evaluasi analisis multi kriteria. Namun sehubungan dengan keterbatasan anggaran, maka perlu dibuat prioritas berdasarkan berbagai kriteria dalam penanganan bangunan melalui mekanisme perencanaan pembangunan daerah. Penelitian menggunakan metode Fuzzy Analytical Hierarchy Process (FAHP) yang dikembangkan oleh Thomas L Saaty. Prioritas rehabilitasi bangunan akan ditampilkan melalui MapServer yang setiap letak bangunannya yang mengindikasikan rusak sedang, dan rusak berat. Kata Kunci: Bangunan bersejarah, Analisis Multi Kriteria, Fuzzy AHP, MapServer."
67,SISTEM PENENTU CALON PENERIMA BEASISWA IKSASS RAYON BANGKALAN MENGGUNAKAN METODE SMARTER DAN FORWARD CHAINING,Penulis : Moh Rudi,"Dosen Pembimbing I : Achmad Ubaidillah, Ms.,S.T.,M.T","Dosen Pembimbing II :Fika Hastarita Rachman, S.T., M.Eng","Beasiswa indentik dengan penghargaan yang diberikan kepada pelajar/santri berprestasi dalam studi yang ditempuhnya. IKSASS dalam menumbuhkan dan meningkatkan semangat santri untuk berprestasi dilakukan dengan memberikan penghargaan berupa beasiswa tiap semester. Proses seleksi calon penerima beasiswa di Ikatan Santri Alumni Salafiyah Syafiiyah (IKSASS) Rayon Kabupaten Bangkalan dilengkapi dengan berbagai kriteria. Seperti ekonomi keluarga, tanggungan keluarga, status orang tua dan lain-lain. Hal tersebut perlu diperhatikan dalam perhitungan penilaian terhadap kriteria dan harus benar-benar relevan karena pada dasarnya akan berpengaruh pada hasil akhirnya. Dengan menggunakan Sistem Pendukung keputusan, calon penerima beasiswa menggunakan metode SMARTER inferensi Forward Chaining yang akan dibuat, hasil yang didapat telah memenuhi kriteria yang diinginkan pihak IKSASS. Selain itu penggunaaan Forward Chaining efektif digunakan untuk mengantisipasi kesamaan hasil perankingan. Sehingga proses seleksi calon penerima beasiswa IKSASS rayon bangkalan tepat sasaran. Kata kunci : sistem pendukung keputusan, Simple Multi-Atribute Rating Technique Exploiting Rank (SMARTER), Forward Chaining."
68,Aplikasi Penerjemah Bahasa Madura-Indonesia Dan Indonesia-Madura Menggunakan Free Contex Parsing Algorithm,Penulis : Rahilah,"Dosen Pembimbing I : Firdaus Solihin, S.Kom.,M.Kom","Dosen Pembimbing II :Fika Hastarita Rachman,S.T.,M.Eng","Bahasa Madura sebagai salah satu bahasa daerah di Indonesia sudah mulai kehilangan identitas. Hal ini disebabkan minimnya pengetahuan dan sedikitnya pola pelestarian terhadap Bahasa Madura. Oleh karena itu, perlu adanya pola pembelajaran yang lebih efektif agar transformasi pengetahuan terus berjalan. Salah satunya dengan membuat aplikasi penerjemah Bahasa Madura-Indonesia dan juga sebaliknya. Untuk dapat menerjemahkan kata ataupun kalimat tersebut, dalam penelitian ini digunakan metode Free Context Parsing Algorithm. Dengan adanya aplikasi ini dapat menjadi referensi dalam mempelajari dan meningkatkan kemampuan berbahasa, mulai dari tingkatan Bahasa Madura yang paling umum (Enje’-Iyeh) hingga ke tingkatan Bahasa Madura yang paling halus (Engghi-Bunten), sehingga Bahasa Madura dapat bertahan dan lebih dikenal oleh masyarakat Madura maupun masyarakat luar Madura. Karena aplikasi yang berbasis web ini mampu menerjemahkan bahasa mulai dari Bahasa Madura ke Bahasa Indonesia dan dari Bahasa Indonesia ke Bahasa Madura. Dari hasil pengujian yang dilakukan terhadap beberapa kalimat dan dokumen, sistem ini sudah dapat dimengerti dan hasilnya cukup baik. Hal ini dibuktikan dengan rata-rata nilai presisi yang diperoleh sebesar 90%. Namun, masih terdapat kekurangan pada hasil terjemahan yang belum sempurna dari segi tata Bahasa Madura. Kata kunci: Aplikasi Penerjemah Bahasa, Free Contex Parsing Algorithm."
69,PENERAPAN MODIFIKASI METODE ENHANCED CONFIX STRIPPING STEMMER PADA TEKS BERBAHASA MADURA,Penulis : Andi Sholihin,"Dosen Pembimbing I : Firdaus Solihin, S.Kom.,M.Kom.","Dosen Pembimbing II :Fika Hastarita Rachman, S.T., M.Eng","Stemming adalah teknik untuk menemukan kata dasar dari sebuah kata yang telah mengalami imbuhan dengan cara menghilangkan atau menghapus imbuhan-imbuhan tersebut. Algoritma Enhanced Confix Stripping Stemmer adalah algoritma stemming yang akurat untuk mencari bentuk dasar dari suatu kata dalam Bahasa Indonesia. Bahasa Madura memiliki struktur morfologi yang mirip dengan Bahasa Indonesia. Bahasa Madura memiliki kata yang dapat dibentuk dari awalan (ter-ater), akhiran (panoteng) dan sisipan (sesselan) dan Kata Ulang (Rangkebbhan). Modifikasi algoritma Enhanced Confix Stripping Stemmer dilakukan pada tabel aturan pemenggalan, langkah-langkah algoritma dan penambahan langkah algoritma sesuai dengan morfologi Bahasa Madura. Dengan demikian dapat dihasilkan sebuah algoritma baru yang dikembangkan dari algoritma Enhanced Confix Stripping Stemmer. Setelah melakukan beberapa analisa dan pengujian dengan menggunakan sistem yang telah dibangun maka diperoleh hasil dari modifikasi algoritma Enhanced Confix Stripping Stemmer pada teks berbahasa Madura. Persentase kata Bahasa Madura yang berhasil distemming adalah 95,75 % dari 400 kata yang diuji. Dengan demikian modifikasi Enhanced Confix Stripping Stemmer pada teks berbahasa Madura dinilai efektif untuk diterapkan."
70,PENJADWALAN PRODUKSI ROKOK MENGGUNAKAN METODE SHORTEST PROCESSING TIME UNTUK MENDUKUNG PENERAPAN SUPPLY CHAIN MANAGEMENT,Penulis : Erwin Andriyansyah,"Dosen Pembimbing I : Ba’in Khusnul Khotimah, ST., M.Kom.","Dosen Pembimbing II :Yeni Kustiyahningsih, S.kom., M.kom.","Dalam pola supply chain management terdapat aktivitas penjadwalan produksi. Perubahan penjadwalan pada produksi merupakan hal yang sering terjadi untuk memenuhi permintaan konsumen, Penjadwalan produksi merupakan salah satu fungsi dari pengawasan produksi yang mempunyai peranan yang cukup penting dalam memaksimalkan pendapatan penjualan, dan meminimalkan biaya produksi, dan proses produksi akan berjalan dengan efisien. Sedangkan proses produksi berjalan dengan efisien, maka proses supply chain management mengalir dengan lancar. Permasalahan yang ada di perusahaan rokok gudang alam, tidak adanya penjadwalan produksi pada perusahaan tersebut, dan pihak sales tidak tahu kapan barang akan dikirim. Dan pihak pemesan atau agen tidak mengetahui kapan barangnya bisa diterima, sehingga proses supply chain management tidak berjalan dengan baik. Dalam penelitian ini, diadakan pengalokasian bahan-bahan baku dan bahan-bahan pembantu, serta kelengkapan pengolahan di setiap instalasi atau fasilitas yang telah ditentukan untuk menunjang proses supply chain berjalan dengan baik. Hasil dari penjadwalan meliputi jumlah produk yang dihasilkan dan pengolahan pada produk tersebut, terutama pada bagian yang didahulukan dalam proses produksi untuk melakukan penjadwalan produksi rokok. Yang pada pengurutannya menggunakan metode shortest processing time, menghasilkan penjadwalan produksi rokok yang meminimalisir keterlambatan sesuai dengan permintaan konsumen. Kata Kunci: Penjadwaln produksi, Shortest Processing Time, supply chain management"
71,Sistem Pemilihan Supplier di Apotek Menggunakan Metode Fuzzy Analytical Network Process (FANP),Penulis : Erwanto Indra Sasmita,"Dosen Pembimbing I : Firli Irhamni, ST., M.Kom.","Dosen Pembimbing II :Diana Rahmawati, S.T, M.T.","Kegiatan yang dilakukan di apotek yaitu transaksi penjualan obat kepada konsumen dan pembelian obat dari supplier. Karena suplier yang datang banyak, maka pihak apotek harus memilih suplier yang tepat, supaya usaha apotek dapat berjalan lancar. Untuk menyelesaikan permasalaha n di atas, pada penelitian ini dilakukan pendekatan Fuzzy Analytical Network Process (FANP) untuk memilih supplier obat terbaik untuk apotek. Penggunaan fuzzy bertujuan untuk mengakomodasi sifat samar dalam pengambilan keputusan untuk memberikan pertimbangan yang dapat mengatasi ketidakpastian didalam kriteria-kriteria kualitatif. Metode FANP dapat digunakan untuk menyelesaikan permasalahan pengambilan keputusan yang terdapat hubungan saling mempengaruhi antar kriteria dalam suatu level tertentu. Proses penghitungan FANP terhadap 5 supplier apotek Yakersuda yaitu Kallista, APL, AAM, Parit Padang dan Barito memperoleh hasil akhir bahwa terdapat 4 supplier yang mempunyai target sesuai dengan penilaian dari tiap kriteria dari perbandingan semua alternatif. Kriteria yang terpilih yaitu kualitas obat, ketepatan waktu, ketepatan jumlah, pengemasan, sistem komunikasi dan kerjasama, prosedur pembayaran, frekuensi pengiriman dan harga obat. Supplier yang terpilih yaitu Kallista, APL, AAM dan Barito dengan nilai bobot secara berturut-turut 3,19;3,19;3,19 dan 3,11. Hasil pemilihan tersebut memperoleh nilai prosentase sebesar 80% dari hasil verifikasi uji sistem. Kata kunci: Sistem Pendukung Keputusan, Apotek, Perangkingan Supplier, Fuzzy Analytical Network Process (FANP)"
72,RANCANG BANGUN SISTEM PERAMALAN DISTRIBUSI BERAS MENGGUNAKAN METODE EXPONENTIAL SMOOTHING,Penulis : hendra pramana putra,"Dosen Pembimbing I : fika hastarita. S.T., M.Eng","Dosen Pembimbing II :bain khusnul khotimah, S.T., M.Kom","Salah satu komponen penting yang menunjang operasi perusahaan beras adalah kegiatan memprediksi jumlah beras yang dibutuhkan konsumen. Dengan prediksi yang baik dapat dibuat rencana kerja perusahaan lebih efektif dan efisien. Proses pendistribusian juga harus tepat agar tidak terjadi penumpukan beras di gudang yang megakibatkan kwalitas beras menurun. Selain itu pemasukan beras dan distribusi beras juga harus seimbang supaya terjadi keseimbangn dalam proses distribusi beras. Penelitian ini mengidentifikasi pola distribusi beras di BULOG kabupaten Pamekasan. agar mendapatkan metode peramalan yang terbaik berdasarkan pola data pendistribusian beras. Selain itu sistem yang di buat juga mampu mendapatkan hasil peramalan periode selanjutnya sehingga dapat menjadi acuan dalam perencanaan strategi pendistribusian yang diterapkan di Bulog Kabupaten Pamekasan. Dalam proses pendistribusian beras Penentuan metode exponential smooting sebagai peramalan yang terbaik dengan menggunakan data sebelumnya sebagai parameter masukan dilakukan dengan cara mengukur tingkat kesalahan peramalan dari penerapan metode tersebut dan di ketahui peramalan terbaik berada di alpha 0.1 dengan mengidentifikasi nilai Square Error (SE) dan Percentage Error (PE). Dapat diketahui melalui pencarian nilai rata-rata kesalahan sebesar 3.8%, yaitu menghitung Mean Square Error (MSE) dan Mean Absolute Percentage Error (MAPE). Kata kunci: Peramalan Pendistribusian, Exponential Smoothing, Mean Error (MSE) Mean Absolute Percentage Error (MAPE)"
73,SISTEM PERAMALAN TINGKAT PENGANGGURAN WILAYAH BANGKALAN MENGGUNAKAN ALGORITMA BACKPROPAGATION,Penulis : ALI IMRON ZAMZAMI,"Dosen Pembimbing I : Ba'in Khusnul Khotimah, S.T., M.Kom.","Dosen Pembimbing II :Firli Irhamni, S.T., M.Kom.","Kabupaten Bangkalan Mempunyai jumlah penduduk tahun 2010 sebanyak 906.761 yang diikuti dengan jumlah pengangguran yang cukup tinggi, tentunya pengangguran menjadi masalah sosial yang harus diperhatikan. Berdasarkan permasalahan tersebut maka perlu adanya sistem peramalan sehingga bisa menekan angka pengangguran di Kabupaten Bangkalan. Sistem ini dibuat menggunakan Algoritma Backpropagation yang mampu melakukan penyesuaian bobot penghubung sehingga dapat dijadikan solusi untuk menentukan jumlah pengangguran. Jaringan-jaringan dilatih dengan menggunakan beberapa variabel masukan yaitu : data tahun 2006-2010. Setelah Sistem peramalan dengan menggunakan Algoritma Backpropagation ini melalui proses uji coba didapatkan nilai konfigurasi parameter terbaik ialah konfigurasi lerning rate sebesar 0.7 toleransi error 0.1, maksimal epoch 50 dan hidden layer 14. Parameter tersebut dipilih menjadi parameter terbaik karena menghasilkan jumlah iterasi yang memiliki nilai akurasi error terbaik saat sistem melakukan pengujian yaitu didapatkan MSE sebesar 37206,6 dan MAPE sebesar 1,34% yang mana diperoleh jumlah pengangguran di Kabupaten Bangkalan pada tahun 2010 adalah 24.637 jiwa. Sedangkan pendataan jumlah pengangguan tahun 2010 yang dilakukan oleh BPS Kabupaten Bangakalan adalah 25008 jiwa. Kata Kunci: Peramalan, Algoritma Backpropagation, Pengangguran."
